englishName,monoNameIndex,internalName,nameTag,pickupSize,nameStrId,descriptionStrId,categoryStrId,locationStrId,unitStrId,sizeStrId,isRare,ignoresHole,volume,isCollectible,pickupVolumePenalty,pickupVolume
Kotatsu,322,KOTATU_D,,2449,OT_OBJ_0323,OT_CMM_0323,OT_CTG_036,OT_MPN_051,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.7690981,TRUE,0.8,0.61527848
Garbage,323,DUST01_C,,1261,OT_OBJ_0324,OT_CMM_0324,OT_CTG_009,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.105,TRUE,0.8,0.084
Surfboard,324,SURFIN01_D,,1385,OT_OBJ_0325,OT_CMM_0325,OT_CTG_015,OT_MPN_045,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.1391249,TRUE,0.8,0.11129992
Seat Cushion,325,ZABUTON01_C,,693,OT_OBJ_0326,OT_CMM_0326,OT_CTG_038,OT_MPN_033,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.0175,TRUE,0.8,0.014
Clay Stove,326,7RIN_C,,684,OT_OBJ_0327,OT_CMM_0327,OT_CTG_008,OT_MPN_045,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01679353,TRUE,0.8,0.013434824
Tricycle,327,CYCLE02_D,,2222,OT_OBJ_0328,OT_CMM_0328,OT_CTG_067,OT_MPN_043,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.5746726,TRUE,0.8,0.45973808
Kid's Tricycle,328,CYCLE03_D,,999,OT_OBJ_0329,OT_CMM_0329,OT_CTG_067,OT_MPN_050,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.05230001,TRUE,0.8,0.041840008
Manneken Pis,329,STATUE03_C,,1458,OT_OBJ_0330,OT_CMM_0330,OT_CTG_042,OT_MPN_044,UI_SYS_060,UI_NIC_013,FALSE,FALSE,0.1624731,TRUE,0.8,0.12997848
Kerosene Stove,330,STOVE02_C,,1477,OT_OBJ_0331,OT_CMM_0331,OT_CTG_036,OT_MPN_044,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.1690303,TRUE,0.8,0.13522424
Monument,331,STONE01_E,Flat,2719,OT_OBJ_0332,OT_CMM_0332,OT_CTG_054,OT_MPN_046,UI_SYS_067,UI_NIC_015,FALSE,FALSE,1.0535,TRUE,0.8,0.8428
Ship's Wheel,332,OMOKAZI_C,,613,OT_OBJ_0333,OT_CMM_0333,OT_CTG_043,OT_MPN_043,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01207975,TRUE,0.8,0.0096638
Water Tap,333,WATEREXIT_C,,1244,OT_OBJ_0334,OT_CMM_0334,OT_CTG_010,OT_MPN_034,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.101026,TRUE,0.8,0.0808208
Daruma,334,DARUMA01_C,,860,OT_OBJ_0335,OT_CMM_0335,OT_CTG_046,OT_MPN_041,UI_SYS_065,UI_NIC_013,FALSE,FALSE,0.03332873,TRUE,0.8,0.026662984
Globe,335,GLOBE_C,,1123,OT_OBJ_0336,OT_CMM_0336,OT_CTG_033,OT_MPN_050,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.07426312,TRUE,0.8,0.059410496
Paper Lantern,336,CHOCHIN01_B,,607,OT_OBJ_0337,OT_CMM_0337,OT_CTG_045,OT_MPN_041,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01176,TRUE,0.8,0.009408
Telescope,337,COSMOSCOPE_C,,2194,OT_OBJ_0338,OT_CMM_0338,OT_CTG_033,OT_MPN_044,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.5531834,TRUE,0.8,0.44254672
Teepee,338,TENT02_E,,6981,OT_OBJ_0339,OT_CMM_0339,OT_CTG_055,OT_MPN_048,UI_SYS_057,UI_NIC_016,FALSE,FALSE,17.81952,TRUE,0.8,14.255616
Trophy,339,TROPHY01_C,,609,OT_OBJ_0340,OT_CMM_0340,OT_CTG_046,OT_MPN_050,UI_SYS_058,UI_NIC_012,TRUE,FALSE,0.01187156,TRUE,0.8,0.009497248
Pressure Cooker,340,NABE01_C,,941,OT_OBJ_0341,OT_CMM_0341,OT_CTG_008,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.04372174,TRUE,0.8,0.034977392
Shabu-Shabu Pot,341,NABE02_C,,889,OT_OBJ_0342,OT_CMM_0342,OT_CTG_008,OT_MPN_041,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.03682837,TRUE,0.8,0.029462696
Pizza Delivery Bike,342,BIKE01_D,,3364,OT_OBJ_0343,OT_CMM_0343,OT_CTG_025,OT_MPN_052,UI_SYS_059,UI_NIC_016,FALSE,FALSE,1.994712,TRUE,0.8,1.5957696
Food Delivery Bike,343,BIKE02_D,,2822,OT_OBJ_0344,OT_CMM_0344,OT_CTG_025,OT_MPN_043,UI_SYS_059,UI_NIC_015,FALSE,FALSE,1.177,TRUE,0.8,0.9416
Pachinko Machine,344,PACHINKO01_C,,1001,OT_OBJ_0345,OT_CMM_0345,OT_CTG_018,OT_MPN_043,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.05263165,TRUE,0.8,0.04210532
Pachinko Ball,345,PACHIBALL_A,,47,OT_OBJ_0346,OT_CMM_0346,OT_CTG_018,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000056,TRUE,0.8,0.00000448
Drink Crate,346,BEERBOX_C,,983,OT_OBJ_0347,OT_CMM_0347,OT_CTG_019,OT_MPN_040,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.04983268,TRUE,0.8,0.039866144
Picnic Basket,347,PICNIC01_C,,1474,OT_OBJ_0348,OT_CMM_0348,OT_CTG_026,OT_MPN_045,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.167986,TRUE,0.8,0.1343888
Gong,348,PROWRES02_C,,370,OT_OBJ_0349,OT_CMM_0349,OT_CTG_014,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.00266,TRUE,0.8,0.002128
Wrestling Ring,349,PROWRES01_F,,9873,OT_OBJ_0350,OT_CMM_0350,OT_CTG_016,OT_MPN_053,UI_SYS_059,UI_NIC_017,FALSE,FALSE,50.4,TRUE,0.8,40.32
Bowling Pin,350,BOWLING01_B,,418,OT_OBJ_0351,OT_CMM_0351,OT_CTG_018,OT_MPN_043,UI_SYS_058,UI_NIC_012,FALSE,FALSE,0.003830399,TRUE,0.8,0.0030643192
Lion Statue,351,STATUE04_E,,4574,OT_OBJ_0352,OT_CMM_0352,OT_CTG_078,OT_MPN_053,UI_SYS_065,UI_NIC_016,FALSE,FALSE,5.010629,TRUE,0.8,4.0085032
Ring Box,352,RINGBOX01_B,,322,OT_OBJ_0353,OT_CMM_0353,OT_CTG_019,OT_MPN_033,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001758366,TRUE,0.8,0.0014066928
Snowman,353,DARUMA02_D,,1458,OT_OBJ_0354,OT_CMM_0354,OT_CTG_037,OT_MPN_050,UI_SYS_065,UI_NIC_013,FALSE,FALSE,0.1623388,TRUE,0.8,0.12987104
Lantern,354,HANDLIGHT01_B,,617,OT_OBJ_0355,OT_CMM_0355,OT_CTG_035,OT_MPN_043,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01233247,TRUE,0.8,0.009865976
Taiko Drum,355,TAIKO01_D,,2405,OT_OBJ_0356,OT_CMM_0356,OT_CTG_045,OT_MPN_044,UI_SYS_057,UI_NIC_015,FALSE,FALSE,0.7286827,TRUE,0.8,0.58294616
Port-A-Potty,356,TOILET01_E,,3713,OT_OBJ_0357,OT_CMM_0357,OT_CTG_057,OT_MPN_044,UI_SYS_067,UI_NIC_016,FALSE,FALSE,2.68191,TRUE,0.8,2.145528
Scooter,357,BIKE03_D,,2435,OT_OBJ_0358,OT_CMM_0358,OT_CTG_067,OT_MPN_043,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.7561432,TRUE,0.8,0.60491456
Sparkler,358,HANABI02_B,,93,OT_OBJ_0359,OT_CMM_0359,OT_CTG_031,OT_MPN_034,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000431948,TRUE,0.8,0.00003455584
Roman Candle,359,HANABI03_B,,211,OT_OBJ_0360,OT_CMM_0360,OT_CTG_031,OT_MPN_034,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.0004951352,TRUE,0.8,0.00039610816
Hotel Sign,360,BUILKANBAN02_E,,6745,OT_OBJ_0361,OT_CMM_0361,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_016,FALSE,FALSE,16.06749,TRUE,0.8,12.853992
Novelty Plate,361,PICTUREDISH01_C,,324,OT_OBJ_0362,OT_CMM_0362,OT_CTG_020,OT_MPN_038,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.001794747,TRUE,0.8,0.0014357976
Jumboman Figure,362,DOLL01_C,,247,OT_OBJ_0363,OT_CMM_0363,OT_CTG_048,OT_MPN_034,UI_SYS_060,UI_NIC_011,FALSE,FALSE,0.0007898764,TRUE,0.8,0.00063190112
Balancing Toy,363,BALANCEDOLL01_C,,219,OT_OBJ_0364,OT_CMM_0364,OT_CTG_017,OT_MPN_037,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0005537039,TRUE,0.8,0.00044296312
Barbershop Sign,364,SHOPBA02_D,,1352,OT_OBJ_0365,OT_CMM_0365,OT_CTG_062,OT_MPN_041,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1293991,TRUE,0.8,0.10351928
Food Delivery Box,365,OKAMOCHI_C,,804,OT_OBJ_0366,OT_CMM_0366,OT_CTG_025,OT_MPN_041,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.02722721,TRUE,0.8,0.021781768
Tin Crown,366,CROWN02_C,,222,OT_OBJ_0367,OT_CMM_0367,OT_CTG_034,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0005792538,TRUE,0.8,0.00046340304
Pampas Grass,367,SUSUKI01_C,,462,OT_OBJ_0368,OT_CMM_0368,OT_CTG_064,OT_MPN_040,UI_SYS_058,UI_NIC_012,FALSE,FALSE,0.005191639,TRUE,0.8,0.0041533112
Dragon Statue,368,SHOPCH03_G,,3365,OT_OBJ_0369,OT_CMM_0369,OT_CTG_078,OT_MPN_041,UI_SYS_065,UI_NIC_016,FALSE,FALSE,1.995069,TRUE,0.8,1.5960552
Boombox,369,RADIO01_C,,623,OT_OBJ_0370,OT_CMM_0370,OT_CTG_014,OT_MPN_033,UI_SYS_059,UI_NIC_012,FALSE,FALSE,0.01271241,TRUE,0.8,0.010169928
Bookstore Sign,370,SHOPHO02_D,,1352,OT_OBJ_0371,OT_CMM_0371,OT_CTG_062,OT_MPN_041,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1293991,TRUE,0.8,0.10351928
Drugstore Sign,371,SHOPYA02_D,,1329,OT_OBJ_0372,OT_CMM_0372,OT_CTG_062,OT_MPN_041,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1231044,TRUE,0.8,0.09848352
Stereo,372,STEREO02_D,,875,OT_OBJ_0373,OT_CMM_0373,OT_CTG_014,OT_MPN_037,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.035112,TRUE,0.8,0.0280896
Sidewalk Marker,373,ROADSIDE04_D,,1411,OT_OBJ_0374,OT_CMM_0374,OT_CTG_060,OT_MPN_043,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1473135,TRUE,0.8,0.1178508
Rocket,374,ROCKET01_G,,118115,OT_OBJ_0375,OT_CMM_0375,OT_CTG_069,OT_MPN_063,UI_SYS_058,UI_NIC_019,TRUE,FALSE,86282.37,TRUE,0.8,69025.896
Cruise Ship,375,TITANIC_G,,249295,OT_OBJ_0376,OT_CMM_0376,OT_CTG_069,OT_MPN_063,UI_SYS_071,UI_NIC_019,TRUE,FALSE,811220.2,TRUE,0.8,648976.16
Tower,376,TOWER01_G,,336809,OT_OBJ_0377,OT_CMM_0377,OT_CTG_054,OT_MPN_061,UI_SYS_067,UI_NIC_020,TRUE,FALSE,2000546,TRUE,0.8,1600436.8
Airplane,377,PLANE01_G,,100519,OT_OBJ_0378,OT_CMM_0378,OT_CTG_080,OT_MPN_062,UI_SYS_072,UI_NIC_019,FALSE,FALSE,53180.41,TRUE,0.8,42544.328
Ferris Wheel,378,VIEWWHEEL_G,,211228,OT_OBJ_0379,OT_CMM_0379,OT_CTG_054,OT_MPN_062,UI_SYS_059,UI_NIC_019,FALSE,FALSE,493461.7,TRUE,0.8,394769.36
Oil Tank,379,OILTANK_G,,36512,OT_OBJ_0380,OT_CMM_0380,OT_CTG_051,OT_MPN_058,UI_SYS_067,UI_NIC_019,FALSE,FALSE,2548.733,TRUE,0.8,2038.9864
Cloud,380,CLOUD01_G,,309162,OT_OBJ_0381,OT_CMM_0381,OT_CTG_065,OT_MPN_063,UI_SYS_057,UI_NIC_020,FALSE,FALSE,1547232,TRUE,0.8,1237785.6
[blank],381,BGIKA_G,,99250,OT_OBJ_0382,OT_CMM_0382,,,UI_SYS_060,,FALSE,FALSE,51191.47,FALSE,0.8,40953.176
Goldfish Building,382,BUILDING01_G,,64212,OT_OBJ_0383,OT_CMM_0383,OT_CTG_053,OT_MPN_059,UI_SYS_062,UI_NIC_019,FALSE,FALSE,13862.83,TRUE,0.8,11090.264
Eel Building,383,BUILDING02_G,,141618,OT_OBJ_0384,OT_CMM_0384,OT_CTG_053,OT_MPN_061,UI_SYS_062,UI_NIC_019,FALSE,FALSE,148716.8,TRUE,0.8,118973.44
Sunfish Building,384,BUILDING03_G,,264198,OT_OBJ_0385,OT_CMM_0385,OT_CTG_054,OT_MPN_061,UI_SYS_062,UI_NIC_019,TRUE,FALSE,965575.4,TRUE,0.8,772460.32
Satellite,385,SATELLITE01_G,,18662,OT_OBJ_0386,OT_CMM_0386,OT_CTG_023,OT_MPN_063,UI_SYS_072,UI_NIC_018,TRUE,FALSE,340.3356,TRUE,0.8,272.26848
Plastic Wrap,386,WRAP_C,,228,OT_OBJ_0387,OT_CMM_0387,OT_CTG_008,OT_MPN_036,UI_SYS_064,UI_NIC_011,FALSE,FALSE,0.0006249999,TRUE,0.8,0.00049999992
Detergent,387,SOAPPOWDER_C,,372,OT_OBJ_0388,OT_CMM_0388,OT_CTG_010,OT_MPN_041,UI_SYS_064,UI_NIC_011,FALSE,FALSE,0.002700001,TRUE,0.8,0.0021600008
Tissues (5 pack),388,TISSUE01_B,,570,OT_OBJ_0389,OT_CMM_0389,OT_CTG_021,OT_MPN_041,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.00971014,TRUE,0.8,0.007768112
Tissue Box,389,TISSUE02_C,,331,OT_OBJ_0390,OT_CMM_0390,OT_CTG_021,OT_MPN_039,UI_SYS_064,UI_NIC_011,FALSE,FALSE,0.001903376,TRUE,0.8,0.0015227008
Toilet Paper,390,TOILETROLL01_C,Big,472,OT_OBJ_0391,OT_CMM_0391,OT_CTG_021,OT_MPN_041,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.005512194,TRUE,0.8,0.0044097552
Toilet Paper,391,TOILETROLL02_C,Small,256,OT_OBJ_0392,OT_CMM_0392,OT_CTG_021,OT_MPN_039,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0008842567,TRUE,0.8,0.00070740536
Blowfish Restaurant,392,SHOPHUGU01_G,,14667,OT_OBJ_0393,OT_CMM_0393,OT_CTG_056,OT_MPN_041,UI_SYS_062,UI_NIC_018,FALSE,FALSE,165.2321,TRUE,0.8,132.18568
Blowfish Ad Balloon,393,SHOPHUGU02_D,,3704,OT_OBJ_0394,OT_CMM_0394,OT_CTG_079,OT_MPN_041,UI_SYS_065,UI_NIC_016,FALSE,FALSE,2.661803,TRUE,0.8,2.1294424
All You Can Eat,394,SHOPHUGU03_D,,2085,OT_OBJ_0395,OT_CMM_0395,OT_CTG_062,OT_MPN_041,UI_SYS_058,UI_NIC_015,FALSE,FALSE,0.4747498,TRUE,0.8,0.37979984
On Sale Banner,395,NOBORI01_D,,2195,OT_OBJ_0396,OT_CMM_0396,OT_CTG_062,OT_MPN_041,UI_SYS_058,UI_NIC_015,FALSE,FALSE,0.5538747,TRUE,0.8,0.44309976
No Swimming Sign,396,KANBAN03_C,,1477,OT_OBJ_0397,OT_CMM_0397,OT_CTG_040,OT_MPN_045,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.1688522,TRUE,0.8,0.13508176
Legless Chair,397,CHAIR02_C,,1180,OT_OBJ_0398,OT_CMM_0398,OT_CTG_038,OT_MPN_033,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.08609606,TRUE,0.8,0.068876848
Tissues,398,TISSUE03_B,,345,OT_OBJ_0399,OT_CMM_0399,OT_CTG_021,OT_MPN_033,UI_SYS_064,UI_NIC_011,FALSE,FALSE,0.002168511,TRUE,0.8,0.0017348088
Teruterubozu,399,RAINDOLL01_C,,320,OT_OBJ_0400,OT_CMM_0400,OT_CTG_022,OT_MPN_039,UI_SYS_065,UI_NIC_011,FALSE,FALSE,0.001728391,TRUE,0.8,0.0013827128
Oil Heater,400,STOVE03_C,,1095,OT_OBJ_0401,OT_CMM_0401,OT_CTG_036,OT_MPN_044,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.06875954,TRUE,0.8,0.055007632
Airport Terminal,401,AIRPORT02_G,,125307,OT_OBJ_0402,OT_CMM_0402,OT_CTG_057,OT_MPN_062,UI_SYS_062,UI_NIC_019,FALSE,FALSE,103022,TRUE,0.8,82417.6
Control Tower,402,AIRPORT03_G,,94857,OT_OBJ_0403,OT_CMM_0403,OT_CTG_043,OT_MPN_062,UI_SYS_067,UI_NIC_019,FALSE,FALSE,44690.39,TRUE,0.8,35752.312
Rice Container,403,RICETUB_C,,607,OT_OBJ_0404,OT_CMM_0404,OT_CTG_008,OT_MPN_040,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01173008,TRUE,0.8,0.009384064
Sweets Container,404,CANDYBOWL_C,,371,OT_OBJ_0405,OT_CMM_0405,OT_CTG_019,OT_MPN_043,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.002686761,TRUE,0.8,0.0021494088
Cookie Tin,405,COOKIECAN_B,,300,OT_OBJ_0406,OT_CMM_0406,OT_CTG_019,OT_MPN_033,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0014161,TRUE,0.5,0.00070805
Big Crown,406,CROWN03_D,,1099,OT_OBJ_0407,OT_CMM_0407,OT_CTG_034,OT_MPN_042,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.06963639,TRUE,0.8,0.055709112
Royal Crown,407,CROWN04_E,,1679,OT_OBJ_0408,OT_CMM_0408,OT_CTG_034,OT_MPN_043,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.2481294,TRUE,0.8,0.19850352
Vase,408,VASE01_C,,443,OT_OBJ_0409,OT_CMM_0409,OT_CTG_020,OT_MPN_040,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.004562726,TRUE,0.8,0.0036501808
Safe,409,MONEYBOX01_E,,1500,OT_OBJ_0410,OT_CMM_0410,OT_CTG_034,OT_MPN_051,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.1767549,TRUE,0.8,0.14140392
Small Pylon,410,PILON09_C,,500,OT_OBJ_0411,OT_CMM_0411,OT_CTG_040,OT_MPN_038,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.006575024,TRUE,0.01,0.00006575024
Bunny Slipper,411,SHOES04_B,,537,OT_OBJ_0412,OT_CMM_0412,OT_CTG_013,OT_MPN_039,UI_SYS_063,UI_NIC_012,FALSE,FALSE,0.008145714,TRUE,0.8,0.0065165712
Leather Shoe,412,SHOES05_B,,396,OT_OBJ_0413,OT_CMM_0413,OT_CTG_013,OT_MPN_038,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.003273831,TRUE,0.8,0.0026190648
Sandal,413,SHOES06_B,,311,OT_OBJ_0414,OT_CMM_0414,OT_CTG_013,OT_MPN_034,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.001576532,TRUE,0.8,0.0012612256
Kid's Shoe,414,SHOES07_B,,235,OT_OBJ_0415,OT_CMM_0415,OT_CTG_013,OT_MPN_038,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.000684861,TRUE,0.8,0.0005478888
Slipper,415,SHOES08_B,,385,OT_OBJ_0416,OT_CMM_0416,OT_CTG_021,OT_MPN_039,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.002999703,TRUE,0.8,0.0023997624
Pumps,416,SHOES09_B,,340,OT_OBJ_0417,OT_CMM_0417,OT_CTG_013,OT_MPN_038,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.002062947,TRUE,0.8,0.0016503576
Sneaker,417,SHOES10_B,,360,OT_OBJ_0418,OT_CMM_0418,OT_CTG_013,OT_MPN_038,UI_SYS_063,UI_NIC_011,FALSE,FALSE,0.002458332,TRUE,0.8,0.0019666656
Monster Truck,418,CAR08_F,,8373,OT_OBJ_0419,OT_CMM_0419,OT_CTG_067,OT_MPN_044,UI_SYS_059,UI_NIC_017,TRUE,FALSE,30.74196,TRUE,0.66,20.2896936
Short Screw,419,VIS01_A,,25,OT_OBJ_0420,OT_CMM_0420,OT_CTG_030,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000008245,TRUE,0.8,0.0000006596
Long Screw,420,VIS02_A,,32,OT_OBJ_0421,OT_CMM_0421,OT_CTG_030,OT_MPN_033,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000018797,TRUE,0.8,0.00000150376
Crane,421,WORKCAR01_F,Yellow,21326,OT_OBJ_0422,OT_CMM_0422,OT_CTG_068,OT_MPN_049,UI_SYS_059,UI_NIC_019,FALSE,FALSE,507.8553,TRUE,0.66,335.184498
AC Condenser,422,HOUSESIDE01_D,,1397,OT_OBJ_0423,OT_CMM_0423,OT_CTG_023,OT_MPN_041,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.1428561,TRUE,0.8,0.11428488
Space Center,423,NASA01_G,,146074,OT_OBJ_0424,OT_CMM_0424,OT_CTG_057,OT_MPN_063,UI_SYS_062,UI_NIC_019,FALSE,FALSE,163200.1,TRUE,0.66,107712.066
Bulldozer,424,WORKCAR04_F,,11795,OT_OBJ_0425,OT_CMM_0425,OT_CTG_068,OT_MPN_049,UI_SYS_059,UI_NIC_018,FALSE,FALSE,85.92063,TRUE,0.66,56.7076158
Shop Sign,425,BUILKANBAN03_E,,7450,OT_OBJ_0426,OT_CMM_0426,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_017,FALSE,FALSE,21.65845,TRUE,0.8,17.32676
Big Watermelon,426,SUIKA04_C,,2152,OT_OBJ_0427,OT_CMM_0427,OT_CTG_031,OT_MPN_045,UI_SYS_057,UI_NIC_015,FALSE,FALSE,0.5223479,TRUE,0.8,0.41787832
Steamroller,427,WORKCAR06_F,,6607,OT_OBJ_0428,OT_CMM_0428,OT_CTG_068,OT_MPN_049,UI_SYS_059,UI_NIC_016,FALSE,FALSE,15.10274,TRUE,0.66,9.9678084
Matchbox,428,MATCH01_B,,69,OT_OBJ_0429,OT_CMM_0429,OT_CTG_021,OT_MPN_033,UI_SYS_064,UI_NIC_010,FALSE,FALSE,0.0000174535,TRUE,0.8,0.0000139628
Dentist Sign,429,BUILKANBAN04_E,,8185,OT_OBJ_0430,OT_CMM_0430,OT_CTG_062,OT_MPN_059,UI_SYS_057,UI_NIC_017,FALSE,FALSE,28.71485,TRUE,0.8,22.97188
Mayonnaise,430,MAYO01_C,,251,OT_OBJ_0431,OT_CMM_0431,OT_CTG_008,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0008315998,TRUE,0.8,0.00066527984
Giant Watermelon,431,SUIKA05_C,,4762,OT_OBJ_0432,OT_CMM_0432,OT_CTG_031,OT_MPN_051,UI_SYS_057,UI_NIC_016,TRUE,FALSE,5.6544,TRUE,0.8,4.52352
Driller,432,TANK01_F,,13743,OT_OBJ_0433,OT_CMM_0433,OT_CTG_039,OT_MPN_049,UI_SYS_059,UI_NIC_018,FALSE,FALSE,135.9338,TRUE,0.66,89.716308
Sailboat,433,BOAT03_F,,22552,OT_OBJ_0434,OT_CMM_0434,OT_CTG_067,OT_MPN_056,UI_SYS_059,UI_NIC_019,FALSE,FALSE,600.5741,TRUE,0.66,396.378906
Chopper 1,434,BIKE04_E,,3064,OT_OBJ_0435,OT_CMM_0435,OT_CTG_042,OT_MPN_051,UI_SYS_059,UI_NIC_016,FALSE,FALSE,1.507496,TRUE,0.66,0.99494736
Chopper 2,435,BIKE05_E,,3077,OT_OBJ_0436,OT_CMM_0436,OT_CTG_042,OT_MPN_051,UI_SYS_059,UI_NIC_016,FALSE,FALSE,1.525694,TRUE,0.8,1.2205552
Shogi Table,436,SHOGIBAN_C,,769,OT_OBJ_0437,OT_CMM_0437,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.02383054,TRUE,0.8,0.019064432
Ousho,437,SHOGI01_A,,44,OT_OBJ_0438,OT_CMM_0438,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000047499,TRUE,0.8,0.00000379992
Gyokusho,438,SHOGI02_A,,44,OT_OBJ_0439,OT_CMM_0439,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,TRUE,FALSE,0.0000047499,TRUE,0.8,0.00000379992
Hisha,439,SHOGI03_A,,40,OT_OBJ_0440,OT_CMM_0440,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000034627,TRUE,0.8,0.00000277016
Kakugyo,440,SHOGI04_A,,40,OT_OBJ_0441,OT_CMM_0441,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000034627,TRUE,0.8,0.00000277016
Kinsho,441,SHOGI05_A,,38,OT_OBJ_0442,OT_CMM_0442,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000029688,TRUE,0.8,0.00000237504
Ginsho,442,SHOGI06_A,,38,OT_OBJ_0443,OT_CMM_0443,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000029688,TRUE,0.8,0.00000237504
Keima,443,SHOGI07_A,,36,OT_OBJ_0444,OT_CMM_0444,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000025454,TRUE,0.8,0.00000203632
Kyousha,444,SHOGI08_A,,34,OT_OBJ_0445,OT_CMM_0445,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000021643,TRUE,0.8,0.00000173144
Fu,445,SHOGI09_A,,31,OT_OBJ_0446,OT_CMM_0446,OT_CTG_018,OT_MPN_034,UI_SYS_057,UI_NIC_009,FALSE,FALSE,0.0000015777,TRUE,0.8,0.00000126216
Girl's Backpack,446,RANDSEL01_C,,655,OT_OBJ_0447,OT_CMM_0447,OT_CTG_049,OT_MPN_040,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01476202,TRUE,0.8,0.011809616
Boy's Backpack,447,RANDSEL02_C,,655,OT_OBJ_0448,OT_CMM_0448,OT_CTG_049,OT_MPN_040,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01476202,TRUE,0.8,0.011809616
Healthmeter,448,SOKUTEI04_C,,422,OT_OBJ_0449,OT_CMM_0449,OT_CTG_041,OT_MPN_039,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.0039585,TRUE,0.5,0.00197925
