TEXT_ID,SPEAKER,JAPANESE,ENGLISH,FRENCH,GERMAN,ITALIAN,SPANISH
KG_O_SLC_082,王様,サッサト、ココロニヒビク月ヲツクレヨ。,Hurry up now and make a Moon\njust as sweet.,Dépêchez-vous et faites une Lune\ntout aussi belle.,Beeil dich und mach den Mond auch\nso süß.,Ora sbrigati e crea una luna\naltrettanto dolce.,Date prisa y crea una luna\nigual de chula.
KG_O_SLC_083,王様,ナニカシラ・・・・・{^5}\n何カ、イマイチ物足リナイワ。,What is it...?{^5}\nThere's something missing...,Qu'est-ce que c'est... ?{^5}\nIl manque quelque chose...,Was ist los?{^5}\nDa fehlt doch etwas ...,Che succede...?{^5}\nManca qualcosa...,¿Qué ocurre?{^5}\nFalta algo...
KG_O_SLC_084,王様,ア！！{^3}ソウヨ！！{^4}\nワカッタワ！！,Eureka!{^4}\nWe have it!,Eurêka !{^4}\nOn l'a !,Heureka!{^4}\nWir haben es!,Eureka!{^4}\nAbbiamo capito!,¡Eureka!{^4}\n¡Ya lo tenemos!
KG_O_SLC_085,王様,{#6}ユウガ{#0} ジャナイノ。{^3}\nコノ星空ハ{^5}全然ユウガジャナイワ！,It's not {#6}graceful{#0}.{^3}\nThis sky is{^5} utterly lacking in {#6}grace{#0}!,Ce n'est pas {#6}gracieux{#0}.{^3}\nCe ciel{^5} manque cruellement de {#6}grâce{#0} !,Der Himmel ist nicht {#6}anmutig{#0}.{^3}\nIhm fehlt jegliche {^5}Spur von {#6}Eleganz{#0}!,Non è {#6}elegante{#0}.{^3}\nQuesto cielo{^5} manca del tutto di {#6}grazia{#0}!,No hay {#6}elegancia{#0}.{^3}\n¡A este cielo{^5} le falta {#6}elegancia{#0}!
KG_O_SLC_086,王様,王様ミタイナ、{^4}カルイ足ドリト、{^4}\nチョウノヨウナミノコナシ・・・・,"It does not float like a butterfly,{^4}\nor sashay like the King.","Il ne flotte pas comme un papillon,{^4}\net ne se pavane pas comme le Roi.","Er gleitet nicht so sanft wie ein Schmetterling,{^4}\nnoch schreitet er so herrlich wie der König daher.","Non fluttua come una farfalla,{^4}\nné cammina con la grazia del Re.",Ni vuela como una mariposa{^4}\nni tiene el porte del Rey.
KG_O_SLC_087,王様,ハア・・・{^3}全然足リナイワ・・。,Sigh...{^3} It's just not there at all...,Soupir...{^3} Il n'y a rien de tout ça...,Ach ...{^3} Es fehlt einfach das gewisse Etwas ...,Sigh...{^3} Non ci siamo per niente...,(Suspiro...){^3} No hay nada de eso...
KG_O_SLC_088,王様,地球デユウガトイエバ{^5}\nハクチョウ{^5}デス。,"What's {#6}graceful{#0} on Earth?{^5}\nSwans,{^5} that's what.",Qu'y a-t-il de {#6}gracieux{#0} sur Terre ?{^5}\nLes Cygnes{^5} le sont.,Was besitzt denn unglaubliche {#6}Anmut{#0} auf der Erde?{^5}\nGanz richtig: {^5}Schwäne.,"Cosa c'è di {#6}elegante{#0} sulla Terra?{^5}\nI cigni,{^5} ecco la risposta.","¿Qué tiene la Tierra que sea {#6}elegante{#0}?{^5}\nLos cisnes,{^5} eso es."
KG_O_SLC_089,王様,ナニカシラ・・・・・{^5}\nアイカワラズ物足リナイワ。,What is it...?{^5}\nIt still needs something...,Qu'est-ce que c'est... ?{^5}\nJ'ai encore besoin de quelque chose...,Was soll das?{^5}\nDa fehlt noch etwas ...,Che succede...?{^5}\nManca ancora qualcosa...,¿Qué pasa...?{^5}\nTodavía le falta algo...
KG_O_SLC_090,王様,ア！！{^4}ソウデス！！{^4}\nワカッタワ！！,"Aha!{^4}\nOh, yes!","Aha !{^4}\nOh, oui !",Aha!{^4}\nOh ja!,Aha!{^4}\nMa certo!,"¡Ajá!{^4}\n¡Oh, sí!"
KG_O_SLC_091,王様,{#6}ゴージャス{#0} ジャナイ。{^5}\nコノ星空ハ{^4}全然{#6}ゴージャス{#0}ジャナイ。,It's not {#4}gorgeous{#0}.{^5}\nThis sky is{^4} not {#4}gorgeous{#0} at all!,Ce n'est pas {#6}très beau{#0}.{^3}\nLe ciel n'est{^4} pas du tout {#4}beau{#0} !,"Der Himmel ist kein bisschen {#4}prächtig{#0}.{^5}\nIch kann nichts an ihm entdecken{^4}, das entfernt an {#4}Pracht{#0} erinnert.",Non è {#4}sgargiante{#0}.{^5}\nQuesto cielo{^4} non è affatto{#4} sgargiante{#0}!,No es {#4}espléndido{#0}.{^5}\n¡Este cielo{^4} no es nada {#4}espléndido{#0}!
KG_O_SLC_092,王様,星空ノクセニ、{^5}\n最高ニヒンソウ。,"A starry sky, and it still manages{^5}\nto look shabby.","Le ciel est plein d'étoiles, mais il a quand même{^5}\nl'air minable.","Ein Sternenmeer, ja, und trotzdem sieht der Himmel{^5}\nschäbig und einfallslos aus.","È un cielo stellato, eppure sembra{^5}\ncomunque insulso.","El cielo está estrellado, y aun así{^5}\ntiene un aspecto descuidado."
KG_O_SLC_093,王様,王様ノカンムリミタイナ、{^4}\n最高ニ素敵ナ{#6}ゴージャス{#0}ガナイノヨ。,"It has none of the beauteous,{^4} maximal\n{#4}gorgeousness{#0} of Our crown.","Il n'a ni la beauté,{^4} ni l'extrême\n{#4}magnificence{#0} de Notre couronne.",Ihm fehlt jegliche Spur der Schönheit{^4} und maximalen\n{#4}Prächtigkeit{#0} unserer Krone.,"Non ha un briciolo della splendida,{^4} assoluta\n{#4}magnificenza{#0} della Nostra corona.",No tiene la belleza{^4} y el\n{#4}esplendor{#0} supremo de nuestra corona.
KG_O_SLC_094,王様,ウーーーン・・・・・{^5}\nサッキカラ、今イチモノ足リナイ。,What is it...?{^5}\nIt's lacking a certain something...,Qu'est-ce que c'est... ?{^5}\nIl manque quelque chose...,Das ist nicht ...{^5}\nWir vermissen da noch ...,Cosa...?{^5}\nSembra che manchi qualcosa...,¿Qué pasa...?{^5}\nLe falta algo...
KG_O_SLC_095,王様,ア！！ソウダ！！\nワカリマシタ！！,Oh yes!{^5}\nWe get it!,"Oh, oui !{^5}\nNous avons compris !",Oh ja.{^5}\nDas ist es.,Giusto!{^5}\nÈ ovvio!,"¡Ah, sí!{^5}\n¡Ya lo tenemos!"
KG_O_SLC_096,王様,セクシーデス！{^4}\nコノ星空ハ{^3}全然セクスィージャナイ。,{#7}Prettiness!{#0}{^4}\nThis sky is not {#7}pretty{#0} at all.,{#7}Le sublime !{#0}{^4}\nLe ciel n'est pas vraiment {#7}beau{#0} !,{#7}Hübsch.{#0}{^4}\nDer Himmel ist alles andere als {#7}hübsch{#0}!,{#7}Leggiadria!{#0}{^4}\nQuesto cielo non è per nulla {#7}leggiadro{#0}.,{#7}¡Hermosura!{#0}{^4}\nEste cielo no es nada {#7}hermoso{#0}.
KG_O_SLC_097,王様,ナンダカゴツゴツシテ\nオトコッポイ。{^4}アセクサイ。,It's rough and masculine.{^5}\nPossibly sweaty.{^5},Il est grossier et masculin.{^5}\nEt peut-être moite.{^5},Er ist einfach nur rau und männlich.{^5}\nUnd müffelt vielleicht sogar verschwitzt.{^5},È rozzo e mascolino.{^5}\nPuzza di sudore.{^5},Peca de duro y masculino.{^5}\nHasta irradia sudor.{^5}
KG_O_SLC_098,王様,王様ガモトメテルノハ、{^3}\nピュアデ、{^5}オトメチックナ{^3}セクシー。,"What We want is pure,{^5}\ngirlish {#7}prettiness{#0}.","Nous voulons une pureté,{^5}\n{#7}sublime{#0} et féminine.","Wir wünschen uns einen {#7}hübschen{#0} Himmel,\nder rein{^5} und mädchenhafte niedlich ist.",Ciò che vogliamo è della pura{^5}\nfemminile {#7}leggiadria{#0}.,Lo que buscamos es una{^5}\n{#7}hermosura{#0} pura y femenina.
KG_O_SLC_099,王様,ソンナ素敵オトメタチガ{^4}\n地球ニイッパイイルハズヨ。,There should be loads of {#7}maidens{#0}\nlike those on Earth.,Il doit y avoir tout un tas de {#7}jeunes filles{#0}\ncomme ça sur Terre.,Es sollte doch genug {#7}Jungfrauen{#0}\nwie die auf der Erde geben.,Scommettiamo che ci sono un sacco di {#7}fanciulle{#0}\ncosì sulla Terra.,Deberíamos encontrar montones de\n{#7}doncellas{#0} así en la Tierra.
KG_O_SLC_100,王様,・・・・・・・ニゲラレタ。{^7},It got away...{^7},"Oh,{^7} j'ai compris.",Er ist entkommen ...{^7},Niente da fare...{^7},Se ha escapado...{^7}
KG_O_SLC_101,王様,・・・ジツハ王様モ\n星座ヲツクッテタノ。,"To tell you the truth,\nWe were also making a constellation.","Pour vous dire la vérité,\nNous faisons également une constellation.",Um dir die Wahrheit zu sagen:\nWir haben auch ein Sternbild gebaut.,"In verità, anche Noi stavamo\nprovando a creare una costellazione.","Para ser sinceros, también\nestábamos creando una constelación."
KG_O_SLC_102,王様,・・・・オオグマ座ヲ。,"Ursa Major, to be exact.","La Grande Ourse, à vrai dire.","Den Großen Bären, um genau zu sein.","L'Orsa Maggiore, per l'esattezza.","Concretamente, la Osa Mayor."
KG_O_SLC_103,王様,親トシテ息子ニタヨリッパナシ、{^4}\nソンナノカッコワルイデショ？,"A parent that leaves all the work \nto the child,{^4} that looks bad.\nDeadbeat, yes?","Un parent qui laisse tout le travail \nà son enfant,{^4} ce n'est pas bien.\nUn bon à rien, hein ?","Eltern, die alle Arbeit ihren Kindern aufhalsen, \nsind keine guten Eltern. Wirklich keine guten Eltern.","Un genitore che lascia tutto il lavoro \nal figlio{^4} è un egoista.\nUn degenerato, persino.","Que un padre lo delegue todo en\nsu hijo...{^4} está mal.\nEs de vagos, ¿no?"
KG_O_SLC_104,王様,デ、{^4}サッキ、{^5}ヨウヤク\nデキアガッタノ、{^5}ニモカカワラズ、,"So We were finally done,{^4} and then,{^4}","Bon, Nous en avions enfin fini,{^4} et puis,{^4}","Wir waren also endlich fertig, {^4}und dann{^4}","Ma proprio quando avevamo finito,{^4} ecco che...{^4}","Pero cuando por fin{^4} habíamos terminado,{^4}"
KG_O_SLC_105,王様,・・・最後ノ１トウニニゲラレタ！！,the last one gets away!,le dernier s'est enfui !,ist uns der letzte entwischt.,è scomparsa!,¡el último va y se nos escapa!
KG_O_SLC_106,王様,クソ！\nクマヤロウ！,Shoot!\nStupid bear!,Mince !\nStupide ours !,Verflixt!\nDummer Bär!,Uffa!\nStupidi orsi!,¡Maldita sea!\n¡Estúpido oso!
KG_O_SLC_107,王様,モウ、イヤー！！！！,We are sick of it!,Nous en avons assez !,Das geht uns gehörig auf den Zeiger!,Siamo stufi!,¡Nos tiene hartos!
KG_O_SLC_108,王様,トニカククマヲ巻キコンデキテー！,So just go roll Us up one bear!,Allez rouler sur un ours pour Nous !,Schaffe uns also einfach einen Bären her!,Vai a tirare su un orso!,"¡Hale, vete a arrollar un oso!"
KG_O_SLC_109,王様,・・・・・・ニゲラレタ。{^7},It got away...{^7},"Oh,{^7} j'ai compris.",Er ist entkommen ...{^7},Niente da fare...{^7},Se ha escapado...{^7}
KG_O_SLC_110,王様,・・・ジツハ王様モ\n星座ヲツクッテタノ。,"To tell you the truth,\nWe were also making a constellation.","Pour vous dire la vérité,\nNous faisons également une constellation.",Um dir die Wahrheit zu sagen:\nWir haben auch ein Sternbild gebaut.,"In verità, anche Noi stavamo\nprovando a creare una costellazione.","Para ser sinceros, también\nestábamos creando una constelación."
KG_O_SLC_111,王様,・・・・オウシ座ヲ。,"Taurus, to be exact.","Le Taureau, à vrai dire.","Den Stier, um genau zu sein.","Il Toro, per l'esattezza.","Concretamente, Tauro."
KG_O_SLC_112,王様,親トシテ息子ニタヨリッパナシ、{^4}\nソンナノカッコワルイデショ？,"A parent that leaves all the work\nto the child,{^4} that looks bad.\nDeadbeat, yes?","Un parent qui laisse tout le travail\nà son enfant,{^4} ce n'est pas bien.\nUn bon à rien, hein ?","Eltern, die alle Arbeit ihren Kindern aufhalsen, \nsind keine guten Eltern. Wirklich keine guten Eltern.","Un genitore che lascia tutto il lavoro\nal figlio{^4} è un egoista.\nUn degenerato, persino.","Que un padre lo delegue todo en\nsu hijo...{^4} está mal.\nEs de vagos, ¿no?"
KG_O_SLC_113,王様,デ、{^4}サッキ、{^5}ヨウヤク\nデキアガッタノ{^5}ニモカカワラズ、,"So We were finally done,{^4} and then,{^4}","Bon, Nous en avions enfin fini,{^4} et puis,{^4}","Wir waren also endlich fertig, {^4}und dann{^4}","Ma proprio quando avevamo finito,{^4} ecco che...{^4}","Pero cuando por fin{^4} habíamos terminado,{^4}"
KG_O_SLC_114,王様,・・・最後ノ１トウニニゲラレタ！！,the last one gets away!,le dernier s'est enfui !,ist uns der letzte entwischt.,è scomparsa!,¡la última va y se nos escapa!
KG_O_SLC_115,王様,クソ！\nウシヤロウ！,Shoot!\nStupid cow!,Zut !\nStupide vache !,Verflixt!\nDummes Rindvieh!,Uffa!\nStupide mucche!,¡Maldita sea!\n¡Estúpida vaca!
KG_O_SLC_116,王様,モウ、イヤー！！！！,We are sick of it!,Nous en avons assez !,Das geht uns gehörig auf den Zeiger!,Siamo stufi!,¡Nos tiene hartos!
KG_O_SLC_117,王様,トニカクウシヲ巻キコンデキテー！,So just go roll me up one cow!,Allez rouler sur une vache pour Nous !,Schaffe uns also einfach eine Kuh her!,Vai a tirare su una mucca!,"¡Hale, vete a arrollar una vaca!"
KG_O_SLC_118,王様,ナンデカナア・・・・・{^5}\n何ダカ全然オチツカナイ。,For some reason...{^5}\nFor some reason I don't feel\ncomfortable at all.,Je ne sais pas pourquoi...{^5} Je ne sais pas \npourquoi je ne me sens pas du tout à l'aise,"Aus irgendeinem Grund ...{^5} Ich weiß nicht, \nwarum, aber irgendetwas passt hier nicht.",Non capiamo...{^5} Per qualche motivo \nci sentiamo angosciati.,"No sé por qué...{^5}\nPero por alguna razón, no me\nsiento nada cómodo."
KG_O_SLC_119,王様,ア！！{^4}ソウダ！！{^4}\nワカリマシタ！！,"Oh,{^4} that's it!\nWe get it!","Oh,{^4} c'est ça.\nNous avons compris !","Oh ja, natürlich.{^4}\nDas ist es.","Oh,{^4} ecco perché!\nÈ chiaro!","¡Oh,{^4} ya está!\n¡Lo tenemos!"
KG_O_SLC_120,王様,真ン中ガ無イノ。{^5}\nヘソガ無イヨネ。,There is no center.\nThere is no belly button.,Il n'y a pas de centre.\nIl n'y a pas de nombril.,Da ist keine Mitte.\nEs fehlt der Bauchnabel.,Manca un centro.\nManca un ombelico.,No hay centro alguno.\nNo hay ombligo.
KG_O_SLC_121,王様,星空ノ 真ン中 デ{^5}\nコシヲスエテルモノガ無イ。,There is nothing solid{^5}\nin the center of the sky.,Il n'y a rien de solide{^5}\nau centre du ciel.,"Es fehlt eine klare Mitte,{^5}\ndem Himmel fehlt das Zentrum.",Non c'è nulla di solido{^5}\nal centro del cielo.,No hay nada tangible{^5}\nen el centro del cielo.
KG_O_SLC_122,王様,ダカラ、フアンテイデ{^5}グラグラ、\nミットモナイシ、{^5}トンデモナイ。,"That's why it's unstable,{^5} off-kilter,\nundignified and preposterous.","C'est pour ça que c'est instable,{^5} déséquilibré,\nindigne et absurde.","Deshalb fühlt es sich unausgewogen, {^5}unfertig,\nungebührlich und unsinnig an.","Ecco perché è instabile,{^5} fuori asse,\nindecoroso e vergognoso.","Por eso es tan inestable,{^5}\ndesequilibrado, indigno y ridículo."
KG_O_SLC_123,王様,ア、{^3}ア、{^3}オモイダシター、,Oh!{^3} We remember now.,Oh !{^3} Nous Nous souvenons maintenant.,"Ach, {^3}wir wissen es wieder.",Oh!{^3} Ora ricordiamo.,¡Ah!{^3} Ya nos acordamos.
KG_O_SLC_124,王様,ホッキョク星ダー。,It's the North Star.,C'est l'Étoile polaire.,Es ist der Polarstern.,La Stella polare.,Es la Estrella Polar.
KG_O_SLC_125,王様,エターナル！！,Eternal!,Éternel !,Die Ewigkeit!,Infinito!,¡Eternidad!
KG_O_SLC_126,王様,オオキイ塊デキタカラ、\nエターナル デアソベマス。,"You made a large katamari,\nso you can play in Eternal.","Vous avez fait un grand katamari,\nvous pouvez donc jouer en mode Éternel.","Du hast einen großen Katamari erschaffen,\ndeshalb darfst du auch in der Ewigkeit spielen.","Hai creato un katamari enorme,\nquindi puoi giocare all'Infinito.","Has hecho un gran katamari,\nasí que puedes jugar en la Eternidad."
KG_O_SLC_127,王様,時間ヲ気ニシナイデ\nゴロゴロコロガセル。,You can just roll away without\nworrying about time.,Cela vous permet de rouler indéfiniment\nsans vous préoccuper du temps.,"Hier kannst du einfach herumrollen,\nohne dir Sorgen über die Zeit machen zu müssen.",Divertiti a rotolare senza\npreoccuparti del tempo.,"Puedes rodar libremente,\nsin preocuparte del tiempo."
KG_O_SLC_128,王様,フィリピン{^4}行ッタコトアル？{^6}\n{&n}王様ハオトトイ行ッテキタ。,Have you ever been to the Philippines?{^6}\n{&n}We stopped in the day before yesterday.,Avez-vous déjà été aux Philippines ?{^6}\n{&n}Nous y sommes allés avant-hier.,Warst du schon mal auf den Philippinen?{^6}\n{&n}Vorgestern haben wir dort einen Zwischenstopp eingelegt.,Hai mai visitato le Filippine?{^6}\n{&n}Noi ci abbiamo fatto un salto l'altro giorno.,¿Alguna vez has estado en Filipinas?{^6}\n{&n}Nosotros estuvimos antes de ayer.
KG_O_SLC_129,王様,今日ノコロガシツイデニ\n行ケルトイイネェ。{^4} ムリダケド。,We hope you can visit during\nthe day's rolling.{^4} Like that's possible.,Nous espérons que vous pourrez y aller\npendant la journée.{^4} Comme si c'était possible.,"Hoffentlich kannst du uns besuchen kommen,\nwährend du rumrollst.{^4} Wenn es möglich ist.",Ci auguriamo che riuscirai a visitarle\ndurante il lavoro di oggi.{^4} Ma tu non ci sperare.,Ojalá puedas ir de visita antes\nde que se acabe el tiempo.{^4} Lo cual es improbable...
KG_O_SLC_130,王様,ア、{^3}ソウソウ。,"Oh, yes...{^3}","Oh, oui...",Oh ja ...{^3},"Oh, sì...{^3}","Oh, sí...{^3}"
KG_O_SLC_131,王様,ガンバッテル王子ニ\n王様カラプレゼントヲ・・・・・,A Royal Present for the \nhardworking Prince.,Un cadeau royal \npour le Prince assidu.,Ein königliches Geschenk für den\nhart arbeitenden Prinzen.,Un regalo regale per il nostro\nzelante Principe.,Un regalo real para nuestro\ndiligente Príncipe.
KG_O_SLC_132,王様,ナンテ素敵ナ事カンガエナガラ、,That's what We were thinking,C'est ce que Nous pensions,"Genau das dachten wir auch,",Ecco cosa pensavamo,Eso fue lo que pensamos mientras
KG_O_SLC_133,王様,プレゼントヲツカッテ\nキャッチボールシテタラ、,while playing catch with your present.,"quand nous tentions d'attraper votre cadeau,",während wir mit deinem Geschenk Fangen spielten.,"mentre giocherellavamo con il tuo regalo,",jugábamos a lanzarnos tu regalo.
KG_O_SLC_134,王様,地球ニナゲチャッタ。{^6}\n地球ニトンデッタヨ。,and it went down to Earth.{^6}\nJust fell to Earth.,et il est venu sur Terre.{^6}\nIl est tombé comme ça sur Terre.,Und da fiel es hinunter auf die Erde.{^6}\nFiel einfach so.,"prima che finisse sulla Terra.{^6}\nGià, è caduto sulla Terra.","Y entonces se cayó a la Tierra,{^6}\ncomo lo oyes."
KG_O_SLC_135,王様,ドコカニアルダロウカラ、\nツイデニ巻キコンデコイ。,"Must be around somewhere, so\nroll it up while you're at it.","Ça doit bien être quelque part, alors\nroulez dessus si vous l'apercevez.","Es muss irgendwo da unten sein.\nRoll es doch bitte mit auf, wenn du es siehst.","Dev'essere in giro da qualche parte,\nquindi raccoglilo se lo trovi.","Debe de estar en alguna parte,\nasí que arróllalo si te lo encuentras."
KG_O_SLC_136,王様,スペイン{^5}行ッタコトアル？{^6}\n{&n}ココハ王様ノモウヒトツノコキョウ。,Have you ever been to Spain?{^6}\n{&n}It's Our other homeland.,Avez-vous déjà été en Espagne ?\n{&n}C'est Notre deuxième maison.,Warst du schon mal in Spanien?{^6}\n{&n}Das ist unsere Heimat.,Sei mai stato in Spagna?{^6}\n{&n}È la Nostra seconda patria.,¿Alguna vez has estado en España?{^6}\n{&n}Es nuestra segunda patria.
KG_O_SLC_137,王様,今日ノコロガシツイデニ\n行ケルトイイネェ。{^4} ムリダケド。,"We hope you can visit during\nthe day's rolling. Like that's possible.{^4}\nOh, yes.{^3} Almost forgot.","Nous espérons que vous pourrez y aller\npendant la journée. Comme si c'était possible.{^4}\nOh, oui.{^3} Nous avions presque oublié.","Hoffentlich kannst du uns besuchen kommen,\nwährend du rumrollst. {^4}Wenn es möglich ist.\nAch, {^3}fast hätten wir es vergessen.","Ci auguriamo che riuscirai a visitarla\ndurante il lavoro di oggi.{^4} Ma tu non ci sperare.\nOh, giusto.{^3} Quasi dimenticavamo.","Ojalá puedas ir de visita antes\nde que se acabe el tiempo. Lo cual es improbable...{^4}\nAh, sí.{^3} Se me olvidaba."
KG_O_SLC_138,王様,マア、ガンバッテル王子ニ\n王様カラプレゼントヲ・・・・・,A Royal Present for the\nhardworking Prince.,Un cadeau royal\npour le Prince assidu.,Ein königliches Geschenk für den\nhart arbeitenden Prinzen.,Un regalo regale per il nostro\nzelante Principe.,Un regalo real para nuestro\ndiligente Príncipe.
KG_O_SLC_139,王様,ナーンテ素敵ナ事シテタラ、\n{&s}地球デナクシチャッタ。,That's what We were getting\n{&s}when We lost it on Earth.,Nous voulions vous offrir ça\n{&s}mais Nous l'avons perdu sur Terre.,"Das wollten wir besorgen,\n{&s}als es auf der Erde verloren ging.",Te lo stavamo portando\n{&s}ma l'abbiamo perso sulla Terra.,"Esa era nuestra intención,\n{&s}pero se nos perdió en la Tierra."
KG_O_SLC_140,王様,サイフモ{^4}カギモ{^3}ユビワモ{^3}\n夢モ{^4}希望モナクシタ。,"Wallet,{^4} keys,{^3} rings,{^3} hopes\nand dreams.{^4} We lost it all.","Portefeuille,{^4} clés,{^3} bagues,{^3} espoirs\net rêves.{^4} Nous avons tout perdu.","Geldbörse, {^4}Schlüssel, {^3}Ringe, {^3}Hoffnung\nund Träume. {^4}Wir haben alles verloren.","Portafoglio,{^4} chiavi,{^3} anelli,{^3} speranze\ne sogni.{^4} Abbiamo perso tutto.","Cartera,{^4} llaves,{^3} anillos,{^3} esperanzas\ny sueños.{^4} Lo perdimos todo."
KG_O_SLC_141,王様,ドコカニアルダロウカラ、\nツイデニ巻キコンデコイヨ。,"Must be around somewhere, so\nroll it up while you're at it.","Ça doit bien être quelque part, alors\nroulez dessus si vous l'apercevez.","Es muss irgendwo da unten sein.\nRoll es doch bitte mit auf, wenn du es siehst.","Dev'essere in giro da qualche parte,\nquindi raccoglilo se lo trovi.","Debe de estar en alguna parte,\nasí que arróllalo si te lo encuentras."
KG_O_SLC_142,王様,ポルトガル{^5}行ッタコトアル？{^6}\n{&n}王様ハキノウ行ッテキタ。,Have you ever been to Portugal?{^6}\n{&n}We were there yesterday.,Avez-vous déjà été au Portugal ?\n{&n}Nous y étions hier.,Warst du schon mal in Portugal?{^6}\n{&n}Wir waren gestern dort.,Sei mai stato in Portogallo?{^6}\n{&n}Noi ci siamo stati ieri.,¿Alguna vez has estado en Portugal?{^6}\n{&n}Nosotros estuvimos ayer.
KG_O_SLC_143,王様,今日ノコロガシツイデニ\n行ケルトイイネェ。{^4} ムリダケド。,"We hope you can visit during\nthe day's rolling.{^4} Like that's possible.\nOh, yes.{^3} Almost forgot.","Nous espérons que vous pourrez y aller\npendant la journée. Comme si c'était possible.{^4}\nOh, oui.{^3} Nous avions presque oublié.","Hoffentlich kannst du uns besuchen kommen,\nwährend du rumrollst. {^4}Wenn es möglich ist.\nOh, {^3}fast wäre es uns entfallen.","Ci auguriamo che riuscirai a visitarlo\ndurante il lavoro di oggi.{^4} Ma tu non ci sperare.\nOh, giusto.{^3} Quasi dimenticavamo.","Ojalá puedas ir de visita antes\nde que se acabe el tiempo.{^4} Lo cual es improbable...\nAh, sí.{^3} Se me olvidaba."
KG_O_SLC_144,王様,マア、ガンバッテル王子ニ\n王様カラプレゼントヲ・・・・・,A Royal Present for the\nhardworking Prince.,Un cadeau royal\npour le Prince assidu.,Ein königliches Geschenk für den\nhart arbeitenden Prinzen.,Un regalo regale per il nostro\nzelante Principe.,Un regalo real para nuestro\ndiligente Príncipe.
KG_O_SLC_145,王様,ナーンテカンガエテタケド、\n{&a}地球ニナゲステチャッタ。,That's what We were thinking\n{&a}but We sort of tossed it down to Earth.,C'est ce que Nous pensions.\n{&a}Mais Nous l'avons comme jeté sur Terre.,"Genau das dachten wir auch,\n{&a}aber wir haben es auf die Erde fallen lassen.",Era quello che stavamo pensando\n{&a}prima di farlo cadere sulla Terra.,"Eso fue lo que pensamos,\n{&a}pero se nos cayó a la Tierra."
KG_O_SLC_146,王様,イヤナ事ガアッテ、\nツイツイ、エイ！ッテ。,We had an issue and just\nsort of pitched it away.,Nous avons eu un problème et\nc'est en quelque sorte tombé.,Es gab ein Problem und\ndabei ist es uns entglitten.,Lo abbiamo lanciato in uno\nscatto d'ira.,Nos surgió un problema y\ntuvimos que deshacernos de él.
KG_O_SLC_147,王様,ドコカニアルダロウカラ、\nツイデニ巻キコンデコイヨ。,"Must be around somewhere, so\nroll it up while you're at it.","Ça doit bien être quelque part, alors\nroulez dessus si vous l'apercevez.","Es muss irgendwo da unten sein.\nRoll es doch bitte mit auf, wenn du es siehst.","Dev'essere in giro da qualche parte,\nquindi raccoglilo se lo trovi.","Debe de estar en alguna parte,\nasí que arróllalo si te lo encuentras."
KG_O_SLC_148,王様,オランダ{^5}行ッタコトアル？{^6}\n{&n}王様ハオトトイ行ッテキタ。,Have you ever been to the Netherlands?{^6}\n{&n}We stopped in the day before yesterday.,Avez-vous déjà été aux Pays-Bas ?{^6}\n{&n}Nous y sommes allés avant-hier.,Warst du schon mal in den Niederlanden?{^6}\n{&n}Vorgestern haben wir dort einen Zwischenstopp eingelegt.,Hai mai visitato l'Olanda?{^6}\n{&n}Noi ci abbiamo fatto un salto l'altro giorno.,¿Alguna vez has estado en Holanda?{^6}\n{&n}Nosotros estuvimos antes de ayer.
KG_O_SLC_149,王様,今日ノコロガシツイデニ\n行ケルトイイネェ。{^4} ムリダケド。,"We hope you can visit during the day's rolling. \nLike that's possible.{^4}\nOh, yes.{^3} Almost forgot.","Nous espérons que vous pourrez y aller\npendant la journée. Comme si c'était possible.{^4}\nOh, oui.{^3} Nous avions presque oublié.","Hoffentlich kannst du uns besuchen kommen,\nwährend du rumrollst.{^4} Wenn es möglich ist.\nAch, {^3}fast hätten wir es vergessen.","Ci auguriamo che riuscirai a visitarla\ndurante il lavoro di oggi. Ma tu non ci sperare.{^4}\nOh, giusto.{^3} Quasi dimenticavamo.","Ojalá puedas ir de visita antes\nde que se acabe el tiempo. Lo cual es improbable...{^4}\nAh, sí.{^3} Se me olvidaba."
KG_O_SLC_150,王様,マア、ガンバッテル王子ニ\n王様カラプレゼントヲ・・・・・,A Royal Present for the\nhardworking Prince.,Un cadeau royal\npour le Prince assidu.,Ein königliches Geschenk für den\nhart arbeitenden Prinzen.,Un regalo regale per il nostro\nzelante Principe.,Un regalo real para nuestro\ndiligente Príncipe.
KG_O_SLC_151,王様,ト、ヨウイシタンダケド\n地球デアッサリヌスマレタ。,"That's what We were thinking,\nbut it got swiped right off of\nUs on Earth.","C'est ce que Nous pensions,\nmais on Nous l'a volé\nsur Terre.","Genau das dachten wir auch,\naber es wurde uns auf der Erde\naus den Armen gerissen.","Era quello che stavamo pensando,\nprima che ci venisse portato\nvia sulla Terra.","Eso fue lo que pensamos,\npero nos lo robaron\nen la Tierra."
