englishName,monoNameIndex,pickupSize,volume,volumeRate,pickupVolumePenalty,pickupVolume,alpha,price,sort,targetCode,targetCount,parentCode,category,categoryForRank,size,isRare,semi,ride,scissor,shadow,unit,catchCountType,cowType,scream,anim,dummyHit,roll,noCrash,human,escape,matrixType,goldStar,voidMdl,wndDispPrio,diResultSnap,diThrough,thin,countStyle,creator,version
Cow Costume,731,2073,0.3284696341,0.2709699869,0.5,0.164234817,1,0,24,0,1,0,73,73,5,0,0,0,1,0,2,1,0,2048,0,1,0,0,0,1,1,0,0,0,0,0,0,0,48,0
Scissors,732,168,8.88E-05,0.6999999881,0.5,0.00004439761688,1,0,57,0,1,0,11,11,1,0,0,0,1,0,19,1,0,59136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Hair Dryer,733,333,0.0009751182515,0.6999999881,0.5,0.0004875591258,1,4000,17,0,1,0,12,12,2,0,0,0,0,0,4,1,0,54784,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shogi Board,734,282,0.000711076078,0.6999999881,0.6000000238,0.0004266456638,1,0,32,0,1,0,17,17,2,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guardrail (5m),735,2515,0.3334726095,0.6999999881,0.400000006,0.1333890458,1,7000,35,0,1,0,59,59,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guardrail (Right),736,2230,0.2322818041,0.6999999881,0.400000006,0.09291272302,1,7000,36,0,1,0,59,59,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guardrail (Left),737,2230,0.2322818041,0.6999999881,0.400000006,0.09291272302,1,7000,37,0,1,0,59,59,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guardrail (3m),738,2151,0.2086487114,0.6999999881,0.400000006,0.08345948582,1,7000,38,0,1,0,59,59,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sea Turtle,739,2736,0.5363205075,0.6999999881,0.5,0.2681602538,1,0,78,0,1,0,78,78,5,0,0,0,1,0,3,1,0,3328,2,1,0,0,1,0,1,0,0,0,0,0,0,0,32,0
Giant Sea Turtle,740,195472,659938.375,0.6999999881,0.5,329969.1875,1,0,18,0,1,0,83,83,7,1,0,0,1,0,3,1,0,3584,2,1,0,0,1,1,1,0,0,0,0,0,0,0,32,0
Tree Frog,741,74,1.31E-05,0.6999999881,0.6000000238,0.000007860223871,1,0,16,0,1,0,21,21,1,0,0,0,1,0,3,1,0,4352,2,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0
Poisonous Frog,742,149,0.0001048281119,0.6999999881,0.6000000238,0.00006289686967,1,0,17,0,1,0,39,39,1,0,0,0,1,0,3,1,0,4352,2,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0
Toad,743,301,0.1074276939,0.6999999881,0.6000000238,0.0644566189,1,0,17,0,1,0,21,21,2,0,0,0,1,0,3,1,0,4608,2,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0
Seal,744,1834,0.1940813512,0.6999999881,0.6000000238,0.1164488153,1,0,74,0,1,0,78,78,5,0,0,0,1,0,3,1,0,1024,2,1,0,0,1,0,1,0,0,0,0,0,0,0,32,0
5 Yen Coin,745,29,3.29E-06,0.6999999881,2.5,0.000008217597838,1,0,12,0,1,0,33,33,0,0,0,0,0,0,9,1,0,55552,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10 Yen Coin,746,35,5.85E-06,0.6999999881,2.5,0.00001462963382,1,0,13,0,1,0,33,33,0,0,0,0,0,0,9,1,0,55552,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500 Yen Coin,747,40,8.40E-06,0.6999999881,2.5,0.00002098759524,1,0,14,0,1,0,33,33,0,0,0,0,0,0,9,1,0,55552,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Japanese-English Dictionary,748,237,0.0003733100893,1,0.6000000238,0.0002239860625,1,0,20,0,1,0,10,10,2,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Home Medicine Book,749,568,0.005660634022,1,0.6000000238,0.003396380548,1,4600,35,0,1,0,10,10,3,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weathercock,750,2871,0.4959360361,0.6999999881,0.400000006,0.1983744174,1,0,43,0,1,0,79,79,5,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orange Juice,751,170,0.0001290572982,0.6999999881,0.5,0.00006452864909,1,120,12,0,1,0,6,6,1,0,0,0,0,0,6,1,0,58880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Gold Medal,752,97,2.87E-05,0.6999999881,0.6000000238,0.00001721502408,1,400000,15,0,1,0,45,45,1,1,0,0,0,0,9,1,0,55552,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kiddie Car,753,1427,0.105508022,0.6999999881,0.6000000238,0.06330481572,1,25000,18,0,1,0,66,66,4,0,0,0,0,0,4,1,0,24064,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Froggy Car,754,1433,0,0.6999999881,0.6000000238,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Park Lamp Post,755,3156,0.7408800125,0.6999999881,0.4499999881,0.3333959968,1,0,35,0,1,0,34,34,12,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Old Coin,756,52,3.78E-06,0.6999999881,0.5,0.000001889999908,1,0,21,0,1,0,33,33,1,0,0,0,0,0,9,1,0,55552,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chocolate,757,117,5.11E-05,1,0.6000000238,0.00003066623953,1,0,34,0,1,0,4,4,1,0,0,0,1,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
Chocolate,758,117,5.11E-05,1,0.6000000238,0.00003066623953,1,0,35,0,1,0,4,4,1,0,0,0,1,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
Deer Scare,759,2067,0.3009825051,0.6999999881,0.6499999762,0.1956386211,1,12000,26,0,1,0,43,43,5,0,0,0,1,0,19,1,0,48384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Garden Rock,760,814,0.01842267998,0.6999999881,0.6499999762,0.01197474154,1,4114,18,0,1,0,19,19,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Police Bike,761,2002,0.2520790994,0.3192000091,0.6000000238,0.1512474657,1,0,17,0,1,0,31,31,5,0,0,0,1,0,4,1,0,46848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cream Puff,762,189,0.0004690482747,0.6999999881,0.8000000119,0.0003752386253,1,0,71,0,1,0,4,4,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Tree Stump,763,656,0.008881843649,0.200000003,0.6000000238,0.005329106401,1,0,21,0,1,0,37,37,3,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tree,764,8018,11.32045555,0.6999999881,0.5,5.660227776,1,0,62,0,1,0,63,63,6,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Balloon,765,897,0.00756043056,0.3401199877,0.200000003,0.001512086135,1,10,61,0,1,0,16,16,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Balloon,766,897,0.00756043056,0.3401199877,0.200000003,0.001512086135,1,10,62,0,1,0,16,16,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yellow Balloon,767,897,0.00756043056,0.3401199877,0.200000003,0.001512086135,1,10,63,0,1,0,16,16,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kiddie Spade,768,202,0.0002172970999,0.6999999881,0.5,0.0001086485499,1,0,46,0,1,0,16,16,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kiddie Rake,769,290,0.0005133363302,0.5,0.400000006,0.0002053345351,1,0,47,0,1,0,16,16,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kiddie Bucket,770,447,0.002340133069,0.5,0.5,0.001170066535,1,0,48,0,1,0,16,16,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sand Castle,771,911,0.02381887101,0.5,0.6000000238,0.01429132317,1,0,30,0,1,0,41,41,4,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Small Takoyaki,772,75,1.35E-05,0.6999999881,0.6000000238,0.000008127160759,1,0,12,0,1,0,5,5,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Takoyaki One Bite,773,93,2.57E-05,0.6999999881,0.6000000238,0.00001542985981,1,0,13,0,1,0,5,5,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Takoyaki,774,209,0.005245449021,1,0.6000000238,0.003147269538,1,0,9999,0,6,0,0,5,0,1,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chalk,775,46,2.11E-06,0.6999999881,0.400000006,0.000000842934436,1,0,21,0,1,0,48,48,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Red Chalk,776,46,2.11E-06,0.6999999881,0.400000006,0.000000842934436,1,0,22,0,1,0,48,48,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Child's Drawing (Airplane),777,403,0.0003090122482,3,0.2599999905,0.00008034318158,1,0,11,0,1,0,41,41,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Child's Drawing (Flower),778,415,0.0003090123646,3,0.2599999905,0.00008034321185,1,0,12,0,1,0,41,41,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Handcuffs,779,300,0.0007127949502,0.6999999881,0.5,0.0003563974751,1,0,11,0,1,0,31,31,2,0,0,0,0,0,19,1,0,59136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Turkey,780,814,0.02263764106,0.6999999881,0.8000000119,0.01811011312,1,4500,42,0,1,0,3,3,4,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hose Reel,781,852,0.02597935498,0.6999999881,0.8000000119,0.02078348429,1,2900,27,0,1,0,9,9,4,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
New Year's Card,782,94,1.15E-05,3,0.2599999905,0.000002981159814,1,0,13,0,1,0,24,24,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Postcard,783,94,1.15E-05,3,0.2599999905,0.000002981159814,1,0,14,0,1,0,24,24,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Envelope,784,101,1.44E-05,3,0.2599999905,0.000003741659665,1,0,15,0,1,0,24,24,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Water Pump Ad,785,558,0,10,0.07999999821,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fire Hazard Sign,786,391,0.0003337092348,10,0.07999999821,0.00002669673819,1,0,12,0,1,0,39,39,2,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Appliance Billboard,787,480,0,10,0.07999999821,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Takoyaki Sign,788,818,0.01149427705,0.6999999881,0.400000006,0.004597710887,1,0,17,0,1,0,61,61,4,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Medal,789,97,2.87E-05,0.6999999881,0.6000000238,0.00001721502408,1,0,16,0,1,0,45,45,1,1,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bronze Medal,790,97,2.87E-05,0.6999999881,0.6000000238,0.00001721502408,1,0,17,0,1,0,45,45,1,1,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Water Tank Sign,791,999999,0,0.6999999881,0,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No Parking!,792,1477,0.1350817233,0.6999999881,0.8000000119,0.1080653803,1,0,12,0,1,0,62,62,4,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dustbin,793,530,0.00624637166,0.6999999881,0.8000000119,0.004997097403,1,100,32,0,1,0,8,8,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pool Ring,794,890,0.01133946422,0.6999999881,0.6000000238,0.006803678805,1,0,12,0,1,0,30,30,4,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pineapple,795,650,0.01150957122,0.6999999881,0.8000000119,0.009207657117,1,700,40,0,1,0,2,2,3,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Swing,796,1501,0.08253894001,0.6999999881,0.400000006,0.0330155765,1,0,21,0,1,0,49,49,5,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Manhole Cover,797,590,0.01457999833,2,0.400000006,0.005831999419,1,0,18,0,1,0,59,59,3,0,0,0,0,0,9,1,0,58624,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Florist Fence,798,1903,0.1445563138,2,0.400000006,0.05782252636,1,0,11,0,1,0,57,57,5,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Air Freshener,799,209,0.0003878103162,0.6999999881,0.8000000119,0.0003102482576,1,0,18,0,1,0,20,20,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Toy Dispenser,800,1094,0.05485166609,0.6999999881,0.8000000119,0.04388133353,1,0,9999,0,2,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Toy Capsule,801,122,7.70E-05,0.6999999881,0.8000000119,0.00006159999267,1,0,30,0,1,0,16,16,1,0,1,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Yellow Toy Capsule,802,122,7.70E-05,0.6999999881,0.8000000119,0.00006159999267,1,0,30,0,1,0,16,16,1,0,1,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Blue Toy Capsule,803,122,7.70E-05,0.6999999881,0.8000000119,0.00006159999267,1,0,30,0,1,0,16,16,1,0,1,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Yellow Chalk,804,46,4.21E-06,0.6999999881,0.8000000119,0.000003371737744,1,0,23,0,1,0,48,48,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Green Chalk,805,46,4.21E-06,0.6999999881,0.8000000119,0.000003371737744,1,0,24,0,1,0,48,48,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Blue Chalk,806,46,4.21E-06,0.6999999881,0.8000000119,0.000003371737744,1,0,25,0,1,0,48,48,0,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Thumbtack,807,31,6.45E-07,0.6999999881,0.400000006,0.000000258114532,1,0,12,0,1,0,11,11,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yellow Pushpin,808,35,9.69E-07,0.6999999881,0.400000006,0.0000003876115046,1,0,10,0,1,0,11,11,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blue Pushpin,809,35,9.69E-07,0.6999999881,0.400000006,0.0000003876115046,1,0,11,0,1,0,11,11,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Publisher Sign,810,28489,968.5569458,0.6999999881,0.8000000119,774.8455682,1,0,65,0,1,0,61,61,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
White Crayon,811,59,8.94E-06,0.6999999881,0.8000000119,0.00000714813297,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Black Crayon,812,37,2.14E-06,0.6999999881,0.8000000119,0.000001709049891,1,0,9999,0,1,824,11,11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Red Crayon,813,42,3.21E-06,0.6999999881,0.8000000119,0.000002567433732,1,0,9999,0,1,824,11,11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Pink Crayon,814,48,4.80E-06,0.6999999881,0.8000000119,0.000003837250245,1,0,9999,0,1,824,11,11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Green Crayon,815,51,5.77E-06,0.6999999881,0.8000000119,0.000004614273781,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Lime Crayon,816,50,5.46E-06,0.6999999881,0.8000000119,0.000004364572007,1,0,9999,0,1,824,11,11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Blue Crayon,817,50,5.36E-06,0.6999999881,0.8000000119,0.000004291808428,1,0,9999,0,1,824,11,11,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Aqua Crayon,818,54,6.70E-06,0.6999999881,0.8000000119,0.000005359984141,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Purple Crayon,819,54,6.85E-06,0.6999999881,0.8000000119,0.000005482147471,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Brown Crayon,820,56,7.54E-06,0.6999999881,0.8000000119,0.000006030998064,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Light Orange Crayon,821,51,5.68E-06,0.6999999881,0.8000000119,0.000004545773185,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Ochre Crayon,822,57,8.15E-06,0.6999999881,0.8000000119,0.000006523694998,1,0,9999,0,1,824,11,11,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Gold Crayon,823,59,8.94E-06,0.6999999881,0.8000000119,0.00000714813297,1,0,9999,0,1,824,11,11,1,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Crayon Box,824,194,0.0002296349703,0.6999999881,0.6000000238,0.0001377809877,1,0,37,0,1,824,11,11,1,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Green Die,825,28,1.73E-06,1,0.8000000119,0.000001387786799,1,0,11,0,1,0,17,17,0,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Financing Ad,826,24079,415.8991699,0.6999999881,0.400000006,166.3596704,1,0,66,0,1,0,61,61,7,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Appliance Billboard,827,20044,256.3196411,0.6999999881,0.400000006,102.527858,1,0,67,0,1,0,61,61,7,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neon Hotel Sign,828,20450,179.1402588,0.6999999881,0.400000006,71.65610458,1,0,10,0,1,0,34,34,7,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Striped T-Shirt,829,591,0.005419686902,0.6999999881,0.5,0.002709843451,1,980,30,0,1,0,12,12,3,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Briefs,830,247,0.0003946362995,0.6999999881,0.5,0.0001973181497,1,380,18,0,1,0,12,12,2,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Easel,831,1584,0.6677321196,2.308269978,0.8000000119,0.5341857036,1,0,30,0,1,0,41,41,5,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,832,10,0,2.308269978,0.8000000119,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,833,10,0,2.308130026,0.8000000119,0,1,0,9999,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gigantic Octopus,834,2688888,1127950080,1,0.1700000018,191751515.6,1,0,28,0,1,0,83,83,8,1,0,0,1,0,3,1,0,2816,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium Bowl,835,255,0.005061914679,0.6999999881,0.6000000238,0.003037148928,1,0,34,0,1,0,7,7,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Large Bowl,836,296,0.001092500286,0.6999999881,0.6000000238,0.0006555001978,1,0,34,0,1,0,7,7,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Average Bowl,837,222,0.0005220973981,0.6999999881,0.8000000119,0.0004176779247,1,0,34,0,1,0,7,7,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ham,838,340,0.001648520003,0.6999999881,0.8000000119,0.001318816022,1,800,24,0,1,0,3,3,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Banana,839,214,0.0004119734513,0.6000000238,0.8000000119,0.0003295787659,1,60,20,0,1,0,2,2,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Banana Bunch,840,406,0.004861956462,0.6999999881,0.8000000119,0.003889565228,1,300,20,0,5,0,2,2,3,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Blue Paint,841,290,0.0006403808366,0.6999999881,0.5,0.0003201904183,1,800,13,0,1,0,29,29,2,0,0,0,0,0,19,1,0,58880,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pink Paintbrush,842,130,0.0002378207573,0.6999999881,0.6000000238,0.0001426924601,1,500,11,0,1,0,29,29,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mug,843,200,0.0003361908603,0.6999999881,0.8000000119,0.0002689526922,1,0,34,0,1,0,6,6,1,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Sausage,844,83,2.45E-05,1,0.8000000119,0.00001959707181,1,0,25,0,1,0,3,3,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
RC Controller,845,301,0.001149120042,0.6999999881,0.8000000119,0.0009192960474,1,0,11,0,1,0,42,42,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Small Bowl,846,222,0.0005220973981,0.6999999881,0.8000000119,0.0004176779247,1,0,34,0,1,0,7,7,2,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Car Ad,847,19280,150.1020355,0.6999999881,0.400000006,60.0408151,1,0,68,0,1,0,61,61,7,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Savanna Tree,848,10333,56.38728333,0.6999999881,0.5,28.19364166,1,0,51,0,1,0,63,63,6,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Green Tea (Can),849,170,0.0001290572982,0.6999999881,0.5,0.00006452864909,1,120,13,0,1,0,6,6,1,0,0,0,0,0,6,1,0,58880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Coffee (Can),850,170,0.0001290572982,0.6999999881,0.5,0.00006452864909,1,120,14,0,1,0,6,6,1,0,0,0,0,0,6,1,0,58880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Soda,851,170,0.0001290572982,0.6999999881,0.5,0.00006452864909,1,120,15,0,1,0,6,6,1,0,0,0,0,0,6,1,0,58880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Panda Balloon,852,16772,123.5304413,0.6999999881,0.5,61.76522064,1,0,33,0,1,0,75,75,7,0,0,0,1,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biker Flag,853,1139,0.1307363212,0.6999999881,0.5,0.06536816061,1,0,21,0,1,0,53,53,4,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Deer Head,854,1057,0.04958851263,0.5,0.8000000119,0.03967081069,1,70000,24,0,1,0,33,33,4,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Teapot,855,287,0.00172866194,0.6999999881,0.8000000119,0.001382929573,1,1300,36,0,1,0,6,6,2,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Milk Carton,856,260,0.0004115999909,0.6999999881,0.5,0.0002057999955,1,270,28,0,1,0,6,6,2,0,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0
Milk Bottle,857,199,0.0002087235189,0.6999999881,0.5,0.0001043617594,1,0,26,0,1,0,6,6,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0
Coffee Milk,858,199,0.0002087235189,0.6999999881,0.5,0.0001043617594,1,0,27,0,1,0,6,6,1,1,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0
Curved Railing,859,3134,0.2554310262,0.5767800212,0.400000006,0.102172412,1,0,24,0,1,0,57,57,12,0,0,0,1,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
